,1st_Dose_Uptake_%,2nd_Dose_Uptake_%,MSOA11CD,MSOA11NM,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,Region,Borough,Code,Unnamed: 10
Brent,64.02647059,,E02000122,Brent 030,0.417749722,0.1159797,0.033791311,0.070677064,West,Brent,E09000005,
Brent,64.02647059,,E02000123,Brent 031,0.602350703,0.33066105,0.029010123,0.04511176,West,Brent,E09000005,
Brent,64.02647059,,E02000124,Brent 032,0.351790256,0.125611426,0.015261201,0.028272354,West,Brent,E09000005,
Brent,64.02647059,,E02000125,Brent 033,0.461211281,0.18779473,0.023763292,0.074526121,West,Brent,E09000005,
Brent,64.02647059,,E02000126,Brent 034,0.668810289,0.39318328,0.022379421,0.026109325,West,Brent,E09000005,
Brent,,59.67058824,E02000093,Brent 001,0.720573371,0.095837545,0.046770192,0.381604337,West,Brent,E09000005,
Brent,,59.67058824,E02000094,Brent 002,0.625314429,0.134461468,0.075691745,0.184770181,West,Brent,E09000005,
Brent,,59.67058824,E02000095,Brent 003,0.721701441,0.076201996,0.05463159,0.396230219,West,Brent,E09000005,
Brent,,59.67058824,E02000096,Brent 004,0.677151882,0.041458278,0.041984733,0.438404843,West,Brent,E09000005,
Brent,,59.67058824,E02000097,Brent 005,0.638758651,0.116208975,0.064300067,0.229515517,West,Brent,E09000005,
Brent,,59.67058824,E02000098,Brent 006,0.672079557,0.127265861,0.056898288,0.234390735,West,Brent,E09000005,
Brent,,59.67058824,E02000099,Brent 007,0.700011485,0.139657747,0.057654761,0.263466177,West,Brent,E09000005,
Brent,,59.67058824,E02000100,Brent 008,0.684191702,0.083094897,0.072365284,0.309370529,West,Brent,E09000005,
Brent,,59.67058824,E02000101,Brent 009,0.696635234,0.225246464,0.053471925,0.180561509,West,Brent,E09000005,
Brent,,59.67058824,E02000102,Brent 010,0.683318351,0.234236548,0.092590214,0.15898292,West,Brent,E09000005,
Brent,,59.67058824,E02000103,Brent 011,0.577553594,0.210936604,0.073942451,0.056287974,West,Brent,E09000005,
Brent,,59.67058824,E02000104,Brent 012,0.701049209,0.132702823,0.068272499,0.263927885,West,Brent,E09000005,
Brent,,59.67058824,E02000105,Brent 013,0.757552706,0.13931754,0.068898066,0.28722017,West,Brent,E09000005,
Brent,,59.67058824,E02000106,Brent 014,0.623666438,0.219438191,0.06655574,0.110697857,West,Brent,E09000005,
Brent,,59.67058824,E02000107,Brent 015,0.46530116,0.128226712,0.064347175,0.047231575,West,Brent,E09000005,
Brent,,59.67058824,E02000108,Brent 016,0.737849332,0.149605103,0.070473876,0.273390036,West,Brent,E09000005,
Brent,,59.67058824,E02000109,Brent 017,0.762672344,0.220397405,0.074716139,0.265308191,West,Brent,E09000005,
Brent,,59.67058824,E02000110,Brent 018,0.469271671,0.139854087,0.062940522,0.078150117,West,Brent,E09000005,
Brent,,59.67058824,E02000111,Brent 019,0.837865467,0.119914128,0.067982008,0.454099366,West,Brent,E09000005,
Brent,,59.67058824,E02000112,Brent 020,0.789334182,0.178011026,0.068914334,0.340436811,West,Brent,E09000005,
Brent,,59.67058824,E02000113,Brent 021,0.752563439,0.441740031,0.046400829,0.07426204,West,Brent,E09000005,
Brent,,59.67058824,E02000114,Brent 022,0.47436182,0.150721421,0.055715871,0.069700333,West,Brent,E09000005,
Brent,,59.67058824,E02000115,Brent 023,0.378776978,0.116786571,0.017625899,0.040047962,West,Brent,E09000005,
Brent,,59.67058824,E02000116,Brent 024,0.592297314,0.228995462,0.045014105,0.08131976,West,Brent,E09000005,
Brent,,59.67058824,E02000117,Brent 025,0.68875385,0.418296845,0.045866977,0.041538333,West,Brent,E09000005,
Brent,,59.67058824,E02000118,Brent 026,0.826843501,0.151193634,0.052201592,0.386312997,West,Brent,E09000005,
Brent,,59.67058824,E02000119,Brent 027,0.781456954,0.511589404,0.027593819,0.044012141,West,Brent,E09000005,
Brent,,59.67058824,E02000120,Brent 028,0.35815064,0.122422401,0.016713697,0.02832646,West,Brent,E09000005,
Brent,,59.67058824,E02000121,Brent 029,0.839695511,0.083958357,0.051382514,0.492891526,West,Brent,E09000005,
Brent,,59.67058824,E02000122,Brent 030,0.417749722,0.1159797,0.033791311,0.070677064,West,Brent,E09000005,
Brent,,59.67058824,E02000123,Brent 031,0.602350703,0.33066105,0.029010123,0.04511176,West,Brent,E09000005,
Brent,,59.67058824,E02000124,Brent 032,0.351790256,0.125611426,0.015261201,0.028272354,West,Brent,E09000005,
Brent,,59.67058824,E02000125,Brent 033,0.461211281,0.18779473,0.023763292,0.074526121,West,Brent,E09000005,
Brent,,59.67058824,E02000126,Brent 034,0.668810289,0.39318328,0.022379421,0.026109325,West,Brent,E09000005,
Bromley,81.92564103,,E02000127,Bromley 001,0.194860309,0.096546033,0.002475539,0.019804315,South,Bromley,E09000006,
Bromley,81.92564103,,E02000128,Bromley 002,0.116671237,0.027968193,0.011516315,0.014943789,South,Bromley,E09000006,
Bromley,81.92564103,,E02000130,Bromley 004,0.305029062,0.163507708,0.014025777,0.017184736,South,Bromley,E09000006,
Bromley,81.92564103,,E02000131,Bromley 005,0.373799419,0.219566674,0.009157918,0.017869109,South,Bromley,E09000006,
Bromley,81.92564103,,E02000132,Bromley 006,0.195167503,0.0679351,0.005953076,0.030815922,South,Bromley,E09000006,
Bromley,81.92564103,,E02000133,Bromley 007,0.120861961,0.020820321,0.00843223,0.037997085,South,Bromley,E09000006,
Bromley,81.92564103,,E02000134,Bromley 008,0.169776293,0.051239209,0.006126427,0.024691358,South,Bromley,E09000006,
Bromley,81.92564103,,E02000135,Bromley 009,0.434970208,0.283542223,0.020341073,0.015615369,South,Bromley,E09000006,
Bromley,81.92564103,,E02000136,Bromley 010,0.150488827,0.039280726,0.022870112,0.021822626,South,Bromley,E09000006,
Bromley,81.92564103,,E02000137,Bromley 011,0.151801687,0.039611551,0.004600051,0.02862254,South,Bromley,E09000006,
Bromley,81.92564103,,E02000138,Bromley 012,0.142641129,0.038810484,0.005922379,0.025453629,South,Bromley,E09000006,
Bromley,81.92564103,,E02000139,Bromley 013,0.1684514,0.06630972,0.008786381,0.014552444,South,Bromley,E09000006,
Bromley,81.92564103,,E02000140,Bromley 014,0.156572566,0.084442234,0.009451561,0.007088671,South,Bromley,E09000006,
Bromley,81.92564103,,E02000141,Bromley 015,0.303746398,0.165994236,0.017291066,0.01815562,South,Bromley,E09000006,
Bromley,81.92564103,,E02000142,Bromley 016,0.147857574,0.034520217,0.006638503,0.036330718,South,Bromley,E09000006,
Bromley,81.92564103,,E02000144,Bromley 018,0.195945168,0.047344776,0.006796452,0.039165995,South,Bromley,E09000006,
Bromley,81.92564103,,E02000145,Bromley 019,0.193420727,0.113653228,0.006678209,0.009522632,South,Bromley,E09000006,
Bromley,81.92564103,,E02000146,Bromley 020,0.130826526,0.032916867,0.006246997,0.01741951,South,Bromley,E09000006,
Bromley,81.92564103,,E02000147,Bromley 021,0.142426904,0.025222738,0.009285983,0.030995106,South,Bromley,E09000006,
Bromley,81.92564103,,E02000148,Bromley 022,0.113439636,0.023690205,0.004555809,0.023538345,South,Bromley,E09000006,
Bromley,81.92564103,,E02000149,Bromley 023,0.119097042,0.05150493,0.004929943,0.010768033,South,Bromley,E09000006,
Bromley,81.92564103,,E02000150,Bromley 024,0.164171955,0.062148246,0.008142737,0.015327506,South,Bromley,E09000006,
Bromley,81.92564103,,E02000151,Bromley 025,0.088988645,0.013731186,0.005809348,0.022709269,South,Bromley,E09000006,
Bromley,81.92564103,,E02000152,Bromley 026,0.160073037,0.061168594,0.010499087,0.012020694,South,Bromley,E09000006,
Bromley,81.92564103,,E02000153,Bromley 027,0.085106383,0.023726628,0.00412637,0.012765957,South,Bromley,E09000006,
Bromley,81.92564103,,E02000154,Bromley 028,0.130418394,0.02977761,0.007789923,0.025254429,South,Bromley,E09000006,
Bromley,81.92564103,,E02000155,Bromley 029,0.103692976,0.040115858,0.005068791,0.011585807,South,Bromley,E09000006,
Bromley,81.92564103,,E02000156,Bromley 030,0.106085662,0.025467174,0.004713081,0.018852323,South,Bromley,E09000006,
Bromley,81.92564103,,E02000157,Bromley 031,0.080236062,0.009668508,0.007282772,0.017830236,South,Bromley,E09000006,
Bromley,81.92564103,,E02000158,Bromley 032,0.122080391,0.053367735,0.005024443,0.011814231,South,Bromley,E09000006,
Bromley,81.92564103,,E02000159,Bromley 033,0.097621844,0.020111568,0.001908397,0.028919554,South,Bromley,E09000006,
Bromley,81.92564103,,E02000160,Bromley 034,0.064663951,0.015147658,0.001654786,0.006491853,South,Bromley,E09000006,
Bromley,81.92564103,,E02000161,Bromley 035,0.116765755,0.022711058,0.004875149,0.032104637,South,Bromley,E09000006,
Bromley,81.92564103,,E02000162,Bromley 036,0.094576423,0.017032721,0.006872852,0.01807859,South,Bromley,E09000006,
Bromley,81.92564103,,E02000163,Bromley 037,0.071111111,0.012679739,0.003137255,0.016339869,South,Bromley,E09000006,
Bromley,81.92564103,,E02000165,Bromley 039,0.046841732,0.009652236,0.003690561,0.004968062,South,Bromley,E09000006,
Bromley,81.92564103,,E02006782,Bromley 040,0.231694561,0.110355649,0.009675732,0.024843096,South,Bromley,E09000006,
Bromley,81.92564103,,E02006787,Bromley 041,0.155254148,0.050302871,0.005530682,0.023439558,South,Bromley,E09000006,
Bromley,81.92564103,,E02006789,Bromley 042,0.040603609,0.008556316,0.001244555,0.003733665,South,Bromley,E09000006,
Bromley,,79.14102564,E02000127,Bromley 001,0.194860309,0.096546033,0.002475539,0.019804315,South,Bromley,E09000006,
Bromley,,79.14102564,E02000128,Bromley 002,0.116671237,0.027968193,0.011516315,0.014943789,South,Bromley,E09000006,
Bromley,,79.14102564,E02000130,Bromley 004,0.305029062,0.163507708,0.014025777,0.017184736,South,Bromley,E09000006,
Bromley,,79.14102564,E02000131,Bromley 005,0.373799419,0.219566674,0.009157918,0.017869109,South,Bromley,E09000006,
Bromley,,79.14102564,E02000132,Bromley 006,0.195167503,0.0679351,0.005953076,0.030815922,South,Bromley,E09000006,
Bromley,,79.14102564,E02000133,Bromley 007,0.120861961,0.020820321,0.00843223,0.037997085,South,Bromley,E09000006,
Bromley,,79.14102564,E02000134,Bromley 008,0.169776293,0.051239209,0.006126427,0.024691358,South,Bromley,E09000006,
Bromley,,79.14102564,E02000135,Bromley 009,0.434970208,0.283542223,0.020341073,0.015615369,South,Bromley,E09000006,
Bromley,,79.14102564,E02000136,Bromley 010,0.150488827,0.039280726,0.022870112,0.021822626,South,Bromley,E09000006,
Bromley,,79.14102564,E02000137,Bromley 011,0.151801687,0.039611551,0.004600051,0.02862254,South,Bromley,E09000006,
Bromley,,79.14102564,E02000138,Bromley 012,0.142641129,0.038810484,0.005922379,0.025453629,South,Bromley,E09000006,
Bromley,,79.14102564,E02000139,Bromley 013,0.1684514,0.06630972,0.008786381,0.014552444,South,Bromley,E09000006,
Bromley,,79.14102564,E02000140,Bromley 014,0.156572566,0.084442234,0.009451561,0.007088671,South,Bromley,E09000006,
Bromley,,79.14102564,E02000141,Bromley 015,0.303746398,0.165994236,0.017291066,0.01815562,South,Bromley,E09000006,
Bromley,,79.14102564,E02000142,Bromley 016,0.147857574,0.034520217,0.006638503,0.036330718,South,Bromley,E09000006,
Bromley,,79.14102564,E02000144,Bromley 018,0.195945168,0.047344776,0.006796452,0.039165995,South,Bromley,E09000006,
Bromley,,79.14102564,E02000145,Bromley 019,0.193420727,0.113653228,0.006678209,0.009522632,South,Bromley,E09000006,
Bromley,,79.14102564,E02000146,Bromley 020,0.130826526,0.032916867,0.006246997,0.01741951,South,Bromley,E09000006,
Bromley,,79.14102564,E02000147,Bromley 021,0.142426904,0.025222738,0.009285983,0.030995106,South,Bromley,E09000006,
Bromley,,79.14102564,E02000148,Bromley 022,0.113439636,0.023690205,0.004555809,0.023538345,South,Bromley,E09000006,
Bromley,,79.14102564,E02000149,Bromley 023,0.119097042,0.05150493,0.004929943,0.010768033,South,Bromley,E09000006,
Bromley,,79.14102564,E02000150,Bromley 024,0.164171955,0.062148246,0.008142737,0.015327506,South,Bromley,E09000006,
Bromley,,79.14102564,E02000151,Bromley 025,0.088988645,0.013731186,0.005809348,0.022709269,South,Bromley,E09000006,
Bromley,,79.14102564,E02000152,Bromley 026,0.160073037,0.061168594,0.010499087,0.012020694,South,Bromley,E09000006,
Bromley,,79.14102564,E02000153,Bromley 027,0.085106383,0.023726628,0.00412637,0.012765957,South,Bromley,E09000006,
Bromley,,79.14102564,E02000154,Bromley 028,0.130418394,0.02977761,0.007789923,0.025254429,South,Bromley,E09000006,
Bromley,,79.14102564,E02000155,Bromley 029,0.103692976,0.040115858,0.005068791,0.011585807,South,Bromley,E09000006,
Bromley,,79.14102564,E02000156,Bromley 030,0.106085662,0.025467174,0.004713081,0.018852323,South,Bromley,E09000006,
Bromley,,79.14102564,E02000157,Bromley 031,0.080236062,0.009668508,0.007282772,0.017830236,South,Bromley,E09000006,
Bromley,,79.14102564,E02000158,Bromley 032,0.122080391,0.053367735,0.005024443,0.011814231,South,Bromley,E09000006,
Bromley,,79.14102564,E02000159,Bromley 033,0.097621844,0.020111568,0.001908397,0.028919554,South,Bromley,E09000006,
Bromley,,79.14102564,E02000160,Bromley 034,0.064663951,0.015147658,0.001654786,0.006491853,South,Bromley,E09000006,
Bromley,,79.14102564,E02000161,Bromley 035,0.116765755,0.022711058,0.004875149,0.032104637,South,Bromley,E09000006,
Bromley,,79.14102564,E02000162,Bromley 036,0.094576423,0.017032721,0.006872852,0.01807859,South,Bromley,E09000006,
Bromley,,79.14102564,E02000163,Bromley 037,0.071111111,0.012679739,0.003137255,0.016339869,South,Bromley,E09000006,
Bromley,,79.14102564,E02000165,Bromley 039,0.046841732,0.009652236,0.003690561,0.004968062,South,Bromley,E09000006,
Bromley,,79.14102564,E02006782,Bromley 040,0.231694561,0.110355649,0.009675732,0.024843096,South,Bromley,E09000006,
Bromley,,79.14102564,E02006787,Bromley 041,0.155254148,0.050302871,0.005530682,0.023439558,South,Bromley,E09000006,
Bromley,,79.14102564,E02006789,Bromley 042,0.040603609,0.008556316,0.001244555,0.003733665,South,Bromley,E09000006,
Camden,65.84642857,,E02000166,Camden 001,0.206208985,0.057294296,0.019687027,0.009591116,Central,Camden,E09000007,
Camden,65.84642857,,E02000167,Camden 002,0.151812689,0.018630413,0.005287009,0.02051863,Central,Camden,E09000007,
Camden,65.84642857,,E02000168,Camden 003,0.217816936,0.056779246,0.0340186,0.010401371,Central,Camden,E09000007,
Camden,65.84642857,,E02000169,Camden 004,0.241194186,0.024486055,0.010082493,0.042425036,Central,Camden,E09000007,
Camden,65.84642857,,E02000170,Camden 005,0.256776205,0.045814344,0.021827776,0.034060926,Central,Camden,E09000007,
Camden,65.84642857,,E02000171,Camden 006,0.229214633,0.042849834,0.037861346,0.020081862,Central,Camden,E09000007,
Camden,65.84642857,,E02000172,Camden 007,0.374396373,0.120232581,0.087710653,0.011234848,Central,Camden,E09000007,
Camden,65.84642857,,E02000173,Camden 008,0.299022801,0.038697068,0.025016287,0.039087948,Central,Camden,E09000007,
Camden,65.84642857,,E02000174,Camden 009,0.321092495,0.10087216,0.062543034,0.021803994,Central,Camden,E09000007,
Camden,65.84642857,,E02000175,Camden 010,0.297016275,0.074367089,0.03164557,0.036053345,Central,Camden,E09000007,
Camden,65.84642857,,E02000176,Camden 011,0.223128825,0.022438412,0.01035619,0.038914169,Central,Camden,E09000007,
Camden,65.84642857,,E02000177,Camden 012,0.359856951,0.123491283,0.080800179,0.01016987,Central,Camden,E09000007,
Camden,65.84642857,,E02000178,Camden 013,0.369199503,0.126679463,0.039742576,0.028564977,Central,Camden,E09000007,
Camden,65.84642857,,E02000179,Camden 014,0.333544004,0.099699795,0.054826987,0.027650498,Central,Camden,E09000007,
Camden,65.84642857,,E02000180,Camden 015,0.339307486,0.109607413,0.065593758,0.017800536,Central,Camden,E09000007,
Camden,65.84642857,,E02000181,Camden 016,0.242086144,0.038012455,0.020757654,0.040217955,Central,Camden,E09000007,
Camden,65.84642857,,E02000182,Camden 017,0.402866955,0.064207854,0.046140063,0.05808571,Central,Camden,E09000007,
Camden,65.84642857,,E02000183,Camden 018,0.2278529,0.057121193,0.033236446,0.018324277,Central,Camden,E09000007,
Camden,65.84642857,,E02000184,Camden 019,0.409930196,0.119455078,0.106394956,0.020941229,Central,Camden,E09000007,
Camden,65.84642857,,E02000185,Camden 020,0.420386007,0.144873341,0.054041013,0.024366707,Central,Camden,E09000007,
Camden,65.84642857,,E02000186,Camden 021,0.305667713,0.085838194,0.042320921,0.030058322,Central,Camden,E09000007,
Camden,65.84642857,,E02000187,Camden 022,0.529368486,0.150214592,0.191538933,0.017657879,Central,Camden,E09000007,
Camden,65.84642857,,E02000188,Camden 023,0.516101899,0.108026917,0.176159577,0.032323961,Central,Camden,E09000007,
Camden,65.84642857,,E02000189,Camden 024,0.546265141,0.146702557,0.169246299,0.034152086,Central,Camden,E09000007,
Camden,65.84642857,,E02000190,Camden 025,0.430146082,0.079282869,0.095351926,0.03373174,Central,Camden,E09000007,
Camden,65.84642857,,E02000191,Camden 026,0.432306256,0.06362545,0.053488062,0.055889022,Central,Camden,E09000007,
Camden,65.84642857,,E02000192,Camden 027,0.41483862,0.089842113,0.150342322,0.022914629,Central,Camden,E09000007,
Camden,65.84642857,,E02000193,Camden 028,0.356094364,0.053997379,0.051245085,0.035648755,Central,Camden,E09000007,
Camden,,60.44285714,E02000166,Camden 001,0.206208985,0.057294296,0.019687027,0.009591116,Central,Camden,E09000007,
Camden,,60.44285714,E02000167,Camden 002,0.151812689,0.018630413,0.005287009,0.02051863,Central,Camden,E09000007,
Camden,,60.44285714,E02000168,Camden 003,0.217816936,0.056779246,0.0340186,0.010401371,Central,Camden,E09000007,
Camden,,60.44285714,E02000169,Camden 004,0.241194186,0.024486055,0.010082493,0.042425036,Central,Camden,E09000007,
Camden,,60.44285714,E02000170,Camden 005,0.256776205,0.045814344,0.021827776,0.034060926,Central,Camden,E09000007,
Camden,,60.44285714,E02000171,Camden 006,0.229214633,0.042849834,0.037861346,0.020081862,Central,Camden,E09000007,
Camden,,60.44285714,E02000172,Camden 007,0.374396373,0.120232581,0.087710653,0.011234848,Central,Camden,E09000007,
Camden,,60.44285714,E02000173,Camden 008,0.299022801,0.038697068,0.025016287,0.039087948,Central,Camden,E09000007,
Camden,,60.44285714,E02000174,Camden 009,0.321092495,0.10087216,0.062543034,0.021803994,Central,Camden,E09000007,
Camden,,60.44285714,E02000175,Camden 010,0.297016275,0.074367089,0.03164557,0.036053345,Central,Camden,E09000007,
Camden,,60.44285714,E02000176,Camden 011,0.223128825,0.022438412,0.01035619,0.038914169,Central,Camden,E09000007,
Camden,,60.44285714,E02000177,Camden 012,0.359856951,0.123491283,0.080800179,0.01016987,Central,Camden,E09000007,
Camden,,60.44285714,E02000178,Camden 013,0.369199503,0.126679463,0.039742576,0.028564977,Central,Camden,E09000007,
Camden,,60.44285714,E02000179,Camden 014,0.333544004,0.099699795,0.054826987,0.027650498,Central,Camden,E09000007,
Camden,,60.44285714,E02000180,Camden 015,0.339307486,0.109607413,0.065593758,0.017800536,Central,Camden,E09000007,
Camden,,60.44285714,E02000181,Camden 016,0.242086144,0.038012455,0.020757654,0.040217955,Central,Camden,E09000007,
Camden,,60.44285714,E02000182,Camden 017,0.402866955,0.064207854,0.046140063,0.05808571,Central,Camden,E09000007,
Camden,,60.44285714,E02000183,Camden 018,0.2278529,0.057121193,0.033236446,0.018324277,Central,Camden,E09000007,
Camden,,60.44285714,E02000184,Camden 019,0.409930196,0.119455078,0.106394956,0.020941229,Central,Camden,E09000007,
Camden,,60.44285714,E02000185,Camden 020,0.420386007,0.144873341,0.054041013,0.024366707,Central,Camden,E09000007,
Camden,,60.44285714,E02000186,Camden 021,0.305667713,0.085838194,0.042320921,0.030058322,Central,Camden,E09000007,
Camden,,60.44285714,E02000187,Camden 022,0.529368486,0.150214592,0.191538933,0.017657879,Central,Camden,E09000007,
Camden,,60.44285714,E02000188,Camden 023,0.516101899,0.108026917,0.176159577,0.032323961,Central,Camden,E09000007,
Camden,,60.44285714,E02000189,Camden 024,0.546265141,0.146702557,0.169246299,0.034152086,Central,Camden,E09000007,
Camden,,60.44285714,E02000190,Camden 025,0.430146082,0.079282869,0.095351926,0.03373174,Central,Camden,E09000007,
Camden,,60.44285714,E02000191,Camden 026,0.432306256,0.06362545,0.053488062,0.055889022,Central,Camden,E09000007,
Camden,,60.44285714,E02000192,Camden 027,0.41483862,0.089842113,0.150342322,0.022914629,Central,Camden,E09000007,
